Flerskrog
14;NOR-3288;Kjell-Gunnar BRAATHEN;MOSS;A 31;Angelique
15;NOR-12093;Mariann NORNES;OPPE;First 31.7 LR;Ami

Shorthanded liten
1;NOR-12488;Øyvind KNUDSEN;MOSS;First 34.7;Lethe
2;NOR-153;Yngve LØNMO;HURU;X-35;Xanthe
3;NOR-15393;Erik LAWSON;FROG;Sun Fast 3200;Redline
4;NOR-12057;Morten WESTBERG;KNS;Grand Soleil 37 B&C;Time Bandit
5;NOR-13918;Arne BRATLIE;HURU;Sun Fast 37;Malolo
6;NOR-026;Marius ANDERSEN;FROG;Farr 30;Pakalolo II
7;NOR-13371;Ketil Gunde ANDERSEN;FRED;X-34;Runabout
8;NOR-5952;Oddvar EIDE;HURU;SCANMAR 33;Exciter
9;NOR-16138;Joakim NÆRØ;ASKR;Diva 34 SC;Wolpertinger
10;NOR-13724;Christian STENSHOLT;FROG;Pogo 850;Vindtora

Shorthanded stor
1;NOR-15461;Edvard ASPELUND;BUND;Sun Fast 3600;Ms. Mellett
2;NOR-15670;Harald WALDER;BÆRU;JPK 10.80;Mika
3;NOR-33002;Lars MOE-HELGESEN;DSSF;Sun Fast 3300;Pretty Fast
4;NOR-12510;Morten GAARUD;KNS;X-40;Breezin
5;NOR-12122;Petter HEGLE;HOLM;Elan 410;Elanique
6;NOR-11169;Christian Stentoft ØSTBY;KNS;X-40;Noomi II
7;NOR-12212;Kjetil BAKKE;ASKR;Class 40;CaféRacer2
8;NOR-16270;Thomas RUUD;ASKR;Reflex 38;Tiger
9;NOR-33003;Bjarne BIRKELAND;BÆRU;Sun Fast 3300;Sparrow
10;NOR-15327;Lasse KARSTENSEN;BUND;Pogo 10.50;Ellebelle
